CODE CPV;DE Label;EN Label;ES Label;FR Label;PT Label;Short Code
85121250-0;Dienstleistungen von Gastroenterologen und Geriatrie-Spezialisten;Gastroenterologist and geriatric services;Servicios gastroenterológicos y geriátricos;Services prestés par les gastro-entérologues et les gériatres;Serviços de gastroenterologia e geriatria;85121250
85121252-4;Dienstleistungen von Geriatrie-Spezialisten;Geriatric services;Servicios geriátricos;Services prestés par les gériatres;Serviços de geriatria;85121252
85141211-1;Hausdialysebehandlung;Dialysis home medical treatment services;Servicios de tratamiento médico de diálisis a domicilio;Services de dialyse et de soins médicaux à domicile;Serviços de diálise ao domicílio;85141211
85312500-4;Rehabilitation;Rehabilitation services;Servicios de rehabilitación;Services de réhabilitation;Serviços de reabilitação;85312500
90521100-6;Abfuhr von radioaktiven Abfällen;Collection of radioactive waste;Recogida de desechos radiactivos;Collecte de déchets radioactifs;Recolha de resíduos radioactivos;90521100
90530000-1;Betrieb einer Mülldeponie;Operation of a refuse site;Explotación de una instalación de vertido de desechos;Exploitation d'une décharge;Exploração de um depósito de resíduos;90530000
90711500-9;Umweltüberwachung in anderen Bereichen als dem Bausektor;Environmental monitoring other than for construction;Seguimiento medioambiental que no sea para la construcción;Surveillance de l'environnement autre que pour la construction;Monitorização ambiental fora do âmbito da construção;90711500
90733400-8;Behandlung von Oberflächengewässern;Surface water treatment services;Servicios de tratamiento de aguas superficiales;Services de traitement des eaux de surface;Serviços de tratamento de águas superficiais;90733400
90741200-5;Bekämpfung von Ölleckagen;Oil spillage control services;Servicios de control de vertidos de hidrocarburos;Services de lutte contre les déversements accidentels d'hydrocarbures;Serviços de controlo de derrames de hidrocarbonetos;90741200
90915000-4;Ofen- und Kaminreinigung;Furnace and chimney cleaning services;Servicios de limpieza de hornos y chimeneas;Services de nettoyage de fourneaux et de cheminées;Serviços de limpeza de chaminés e fornos;90915000
92216000-8;FRS-Funkdienste (Family Radio Services);Family Radio Services (FRS);Servicios de radio familiar (FRS);Services radio familiaux (FRS);Serviços FRS (Family Radio Services);92216000
92320000-0;Betrieb von kulturellen Einrichtungen;Arts-facility operation services;Servicios de explotación de instalaciones artísticas;Services d'exploitation de salles de spectacles;Serviços de exploração de instalações para fins artísticos;92320000
92331200-2;Dienstleistungen in Verbindung mit Vergnügungsparks;Amusement park services;Servicios de parques de atracciones;Services de parcs d'attractions;Serviços de parques de diversões;92331200
92500000-6;Dienstleistungen von Bibliotheken, Archiven, Museen und anderen kulturellen Einrichtungen;Library, archives, museums and other cultural services;Servicios de bibliotecas, archivos, museos y otros servicios culturales;Services de bibliothèques, archives, musées et autres services culturels;Serviços de bibliotecas, arquivos e museus e outros serviços culturais;92500000
98340000-8;Unterbringungs- und Bürodienste;Accommodation and office services;Servicios de alojamiento y de oficina;Services d'hébergement et de bureau;Serviços de escritório e de alojamento;98340000
98351000-8;Verwaltung von Parkplätzen/-häusern;Car park management services;Servicios de gestión de aparcamientos;Services de gestion de parkings;Serviços de gestão de parques de estacionamento;98351000
03117200-6;Samen von Pflanzen für bestimmte Anwendungen;Seeds of plants used in specific fields;Semillas de plantas utilizadas para usos específicos;Graines de plantes à usage spécifique;Sementes de plantas;03117200
03121000-5;Gartenbauerzeugnisse;Horticultural products;Productos de horticultura;Produits horticoles;Produtos hortifrutícolas;03121000
03221270-9;Gurken;Cucumbers;Pepinos;Concombres;Pepinos;03221270
03222115-2;Rosinen;Raisins;Pasas;Raisins secs;Uvas passas;03222115
03311000-2;Fisch;Fish;Pescado;Poissons;Peixes;03311000
03451000-6;Pflanzen;Plants;Plantas;Plantes;Plantas;03451000
09134000-7;Gasöle;Gas oils;Gasóleos;Gasoils;Gasóleos;09134000
09323000-9;Fernwärme;District heating;Calefacción urbana;Chauffage urbain;Aquecimento urbano;09323000
09343000-5;Radioaktive Stoffe;Radioactive materials;Materiales radiactivos;Matériaux radioactifs;Materiais radioactivos;09343000
14523400-7;Platin;Platinum;Platino;Platine;Platina;14523400
14613200-3;Thoriumerze;Thorium ores;Minerales de torio;Minerais de thorium;Minérios de tório;14613200
14614000-8;Verschiedene Erze;Miscellaneous ores;Minerales diversos;Minerais divers;Minérios diversos;14614000
14733000-8;Kobalt;Cobalt;Cobalto;Cobalt;Cobalto;14733000
15112310-2;Foie gras;Foie gras;Foie gras;Foie gras;Pasta de fígado (foie gras);15112310
15131230-6;Salami;Salami;Salami;Salami;Salame;15131230
15131400-9;Schweinefleischerzeugnisse;Pork products;Productos a base de carne de cerdo;Produits à base de porc;Produtos à base de carne de suíno;15131400
15233000-0;Fisch in Salzlake;Fish in brine;Pescado en salmuera;Poisson en saumure;Peixe em salmoura;15233000
15241800-7;Zubereitungen aus paniertem Fisch;Coated fish preparations;Preparaciones a base de pescado empanado;Préparations à base de poisson pané ou autrement enrobé;Preparações à base de peixe panado;15241800
15243000-3;Fischzubereitungen;Preparations of fish;Preparaciones a base de pescado;Préparations à base de poisson;Preparações à base de peixe;15243000
15321400-8;Ananassaft;Pineapple juice;Zumo de piña;Jus d'ananas;Sumo de ananás;15321400
15331130-7;Bohnen, Erbsen, Paprika, Tomaten/Paradeiser und anderes Gemüse;Beans, peas, peppers, tomatoes and other vegetables;Judías, guisantes, pimientos, tomates y las demás legumbres y hortalizas;Haricots, pois, poivrons, tomates et autres légumes;Feijão, ervilha, pimento, tomate e outros produtos hortícolas;15331130
15331425-2;Tomatenmark/Paradeisermark;Tomato purée;Puré de tomate;Purée de tomates;Polpa de tomate;15331425
15331470-2;Zuckermais;Sweet corn;Maíz dulce;Maïs doux;Milho doce;15331470
15332291-0;Aprikosenkonfitüre/Marillenkonfitüre;Apricot jam;Compota de albaricoque;Confiture d'abricots;Doce de damasco;15332291
15413000-6;Feste Rückstände von pflanzlichen Fetten oder Ölen;Solid residues of vegetable fats or oils;Residuos sólidos de grasas o aceites vegetales;Résidus solides de graisses ou huiles végétales;Resíduos sólidos provenientes de gorduras ou óleos vegetais;15413000
15510000-6;Milch und Rahm;Milk and cream;Leche y nata (crema);Lait et crème fraîche;Leite e natas;15510000
15511700-0;Milchpulver;Milk powder;Leche en polvo;Lait en poudre;Leite em pó;15511700
15551310-1;Naturjoghurt;Unflavoured yoghurt;Yogur natural;Yaourt nature;Iogurte não aromatizado;15551310
15612410-8;Kuchenmischungen;Cake mixes;Mezclas de pastelería;Préparations pour gâteaux;Misturas para a preparação de produtos de pastelaria;15612410
15613319-7;Puffweizen;Puffed wheat;Trigo hinchado;Blé soufflé;Trigo expandido;15613319
15811200-8;Brötchen;Rolls;Panecillos;Petits pains;Pãezinhos;15811200
15821000-9;Geröstete Brot- und Backwaren;Toasted bread products and pastry goods;Productos de pan tostado y de pastelería;Produits de panification grillés et pâtisserie;Produtos de panificação e de pastelaria torrados;15821000
15841000-5;Kakao;Cocoa;Cacao;Cacao;Cacau;15841000
15841200-7;Kakaobutter, Kakaofett oder Kakaoöl;Cocoa butter, fat or oil;Manteca, grasa o aceite de cacao;Beurre, graisse ou huile de cacao;Manteiga, gordura ou óleo de cacau;15841200
15842400-6;Früchte, Nüsse oder Fruchtschalen, mit Zucker haltbar gemacht;Fruit, nuts or fruit peel preserved by sugar;Frutas, frutos de cáscara o cáscaras de fruta conservados con azúcar;Fruits, fruits à coque ou écorces de fruits confits au sucre;Fruta, frutos de casca rija e cascas de frutos conservados em açúcar;15842400
15871200-6;Soßen und Gewürzmischungen;Sauces, mixed condiments and mixed seasonings;Salsas, condimentos compuestos y sazonadores compuestos;Sauces, condiments et assaisonnements composés;Molhos, condimentos e temperos compostos;15871200
15871260-4;Soßen;Sauces;Salsas;Sauces;Molhos;15871260
15872200-3;Gewürze;Spices;Especias;Épices;Especiarias;15872200
16640000-3;Maschinen für die Bienenzucht;Bee-keeping machinery;Máquinas y aparatos para la apicultura;Machines apicoles;Máquinas para apicultura;16640000
18318400-5;Unterhemden;Vests;Camisetas de punto;Maillots de corps;Camisolas interiores de manga cava;18318400
18444000-3;Kopfschutzbedeckungen;Protective headgear;Tocados de protección;Coiffures de protection;Artigos de protecção para a cabeça;18444000
18600000-5;Pelze und Pelzwaren;Furs and articles of fur;Pieles y artículos de piel;Fourrure et articles en fourrure;Peles com pêlo e artigos de peles com pêlo;18600000
18823000-4;Bergschuhe;Climbing boots;Botas de media montaña, de serraje;Chaussures de montagne;Botas de escalada;18823000
19270000-9;Vliesstoffe;Non-woven fabrics;Materias textiles no tejidas;Tissu non-tissé;Tecidos não urdidos;19270000
22412000-1;Briefmarken-Neuausgaben;New stamps;Sellos nuevos;Nouveaux timbres;Selos novos;22412000
22420000-0;Papier mit Stempel;Stamp-impressed paper;Papel timbrado;Papier timbré;Papel selado;22420000
22459000-2;Tickets;Tickets;Billetes;Tickets;Bilhetes;22459000
24211000-6;Zinkoxid und Zinkperoxid, Titandioxid, Farbstoffe und Pigmente;Zinc oxide and peroxide, titanium oxide, dyes and pigments;"Óxido y peróxido de zinc; óxido de titanio, tintes y pigmentos";Oxyde et peroxyde de zinc, oxyde de titane, colorants et pigments;Óxido e peróxido de zinco, óxido de titânio, corantes e pigmentos;24211000
24314200-0;Saure Oxometallsalze;Oxometallic acid salts;Sales de ácidos oxometálicos;Sels oxométalliques acides;Sais de oxoácidos de metal;24314200
24315100-6;Schwerwasser, andere Isotope und deren Verbindungen;Heavy water, other isotopes and their compounds;Agua pesada, otros isótopos y sus compuestos;Eau lourde, autres isotopes et leurs composés;Água pesada, outros isótopos e seus compostos;24315100
24323300-7;Ungesättigte Monocarbonsäuren und Verbindungen;Unsaturated monocarboxylic acids and compounds;Ácidos monocarboxílicos insaturados y sus compuestos;Acides monocarboxyliques non saturés et leurs composés;Ácidos e compostos monocarboxílicos não saturados;24323300
24413200-4;Ammoniumchlorid;Ammonium chloride;Cloruro amónico;Chlorure d'ammonium;Cloreto de amónio;24413200
24453000-4;Herbizide;Herbicides;Herbicidas;Herbicides;Herbicidas;24453000
24500000-9;Kunststoffe in Primärformen;Plastics in primary forms;Materias plásticas en formas primarias;Matières plastiques sous forme primaire;Matérias plásticas em formas primárias;24500000
